"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02480V03003","Type of Offence","UNIT","VALUE"
"CJA01","Recorded crime incidents","2011","2011","0822","Theft from shop","Number","19913"
"CJA01","Recorded crime incidents","2011","2011","084","Other thefts, handling stolen property","Number","42623"
"CJA01","Recorded crime incidents","2011","2011","09","Fraud, deception and related offences","Number","5499"
"CJA01","Recorded crime incidents","2011","2011","10","Controlled drug offences","Number","17567"
"CJA01","Recorded crime incidents","2011","2011","1011","Importation of drugs","Number","40"
"CJA01","Recorded crime incidents","2011","2011","1012","Cultivation or manufacture of drugs","Number","578"
"CJA01","Recorded crime incidents","2011","2011","1021","Possession of drugs for sale or supply","Number","3815"
"CJA01","Recorded crime incidents","2011","2011","1022","Possession of drugs for personal use","Number","12604"
"CJA01","Recorded crime incidents","2011","2011","103","Other drug offences","Number","530"
"CJA01","Recorded crime incidents","2011","2011","11","Weapons and Explosives Offences","Number","3484"
"CJA01","Recorded crime incidents","2011","2011","111","Explosives, chemical weapons offences","Number","80"
"CJA01","Recorded crime incidents","2011","2011","1121","Discharging a firearm","Number","163"
"CJA01","Recorded crime incidents","2011","2011","1122","Possession of a firearm","Number","283"
"CJA01","Recorded crime incidents","2011","2011","113","Offensive weapons offences (n.e.c.)","Number","2614"
"CJA01","Recorded crime incidents","2011","2011","114","Fireworks offences","Number","344"
"CJA01","Recorded crime incidents","2011","2011","12","Damage to property and to the environment","Number","35133"
"CJA01","Recorded crime incidents","2011","2011","1211","Arson","Number","2303"
"CJA01","Recorded crime incidents","2011","2011","1212","Criminal damage (not arson)","Number","32597"
"CJA01","Recorded crime incidents","2011","2011","1221","Litter offences","Number","233"
"CJA01","Recorded crime incidents","2011","2011","13","Public order and other social code offences","Number","48949"
"CJA01","Recorded crime incidents","2011","2011","131","Disorderly conduct","Number","42076"
"CJA01","Recorded crime incidents","2011","2011","132","Trespass offences","Number","3551"
"CJA01","Recorded crime incidents","2011","2011","133","Liquor licensing offences","Number","2310"
"CJA01","Recorded crime incidents","2011","2011","134","Prostitution offences","Number","218"
"CJA01","Recorded crime incidents","2011","2011","135","Regulated betting/money, collection/trading offences","Number","297"
"CJA01","Recorded crime incidents","2011","2011","136","Social code offences (n.e.c.)","Number","497"
"CJA01","Recorded crime incidents","2011","2011","15","Offences against government, justice procedures and organisation of crime","Number","10017"
"CJA01","Recorded crime incidents","2011","2011","151","Offences against government and its agents","Number","448"
"CJA01","Recorded crime incidents","2011","2011","152","Organisation of crime and conspiracy to commit crime","Number","22"
"CJA01","Recorded crime incidents","2011","2011","153","Perverting the course of justice","Number","89"
"CJA01","Recorded crime incidents","2011","2011","157","Offences while in custody, breach of court orders","Number","9458"
"CJA01","Recorded crime incidents","2012","2012","01","Homicide offences","Number","88"
"CJA01","Recorded crime incidents","2012","2012","0111","Murder","Number","51"
"CJA01","Recorded crime incidents","2012","2012","0112","Manslaughter","Number","8"
"CJA01","Recorded crime incidents","2012","2012","0113","Infanticide","Number","0"
"CJA01","Recorded crime incidents","2012","2012","012","Dangerous driving leading to death","Number","29"
"CJA01","Recorded crime incidents","2012","2012","02","Sexual offences","Number","1976"
"CJA01","Recorded crime incidents","2012","2012","0211","Rape of a male or female","Number","457"
"CJA01","Recorded crime incidents","2012","2012","0212","Defilement of a boy or girl less than 17 years old","Number","129"
"CJA01","Recorded crime incidents","2012","2012","0213","Sexual offence involving mentally impaired person","Number","24"
"CJA01","Recorded crime incidents","2012","2012","0214","Aggravated sexual assault","Number","7"
"CJA01","Recorded crime incidents","2012","2012","0215","Sexual assault (not aggravated)","Number","1218"
"CJA01","Recorded crime incidents","2012","2012","022","Other sexual offences","Number","141"
"CJA01","Recorded crime incidents","2012","2012","03","Attempts/threats to murder, assaults, harassments and related offences","Number","15708"
"CJA01","Recorded crime incidents","2012","2012","0311","Murder-attempt","Number","9"
"CJA01","Recorded crime incidents","2012","2012","0313","Threat to kill or cause serious harm","Number","268"
"CJA01","Recorded crime incidents","2012","2012","033","Harassment and related offences","Number","1921"
"CJA01","Recorded crime incidents","2012","2012","034","Assault causing harm, poisoning","Number","3213"
"CJA01","Recorded crime incidents","2012","2012","035","Other assault","Number","10297"
"CJA01","Recorded crime incidents","2012","2012","04","Dangerous or negligent acts","Number","8843"
"CJA01","Recorded crime incidents","2012","2012","0411","Dangerous driving causing serious bodily harm","Number","7"
"CJA01","Recorded crime incidents","2012","2012","0412","Driving/in charge of a vehicle while over legal alcohol limit","Number","8044"
"CJA01","Recorded crime incidents","2012","2012","0413","Driving/in charge of a vehicle under the influence of drugs","Number","276"
"CJA01","Recorded crime incidents","2012","2012","0421","Endangerment with potential for serious harm/death","Number","68"
"CJA01","Recorded crime incidents","2012","2012","0422","Abandoning a child, child neglect and cruelty","Number","229"
"CJA01","Recorded crime incidents","2012","2012","0423","Unseaworthy/dangerous use of boat or ship","Number","4"
"CJA01","Recorded crime incidents","2012","2012","0424","False alarm/interference with aircraft or air transport facilities","Number","8"
"CJA01","Recorded crime incidents","2012","2012","0425","Endangering traffic offences","Number","207"
"CJA01","Recorded crime incidents","2012","2012","05","Kidnapping and related offences","Number","97"
"CJA01","Recorded crime incidents","2012","2012","0511","False imprisonment","Number","65"
"CJA01","Recorded crime incidents","2012","2012","0512","Abduction of person under 16 years of age","Number","16"
"CJA01","Recorded crime incidents","2012","2012","0513","Human trafficking offences","Number","16"
"CJA01","Recorded crime incidents","2012","2012","06","Robbery, extortion and hijacking offences","Number","2812"
"CJA01","Recorded crime incidents","2012","2012","0611","Robbery of an establishment or institution","Number","1014"
"CJA01","Recorded crime incidents","2012","2012","0612","Robbery of cash or goods in transit","Number","49"
"CJA01","Recorded crime incidents","2012","2012","0613","Robbery from the person","Number","1614"
"CJA01","Recorded crime incidents","2012","2012","0621","Blackmail or extortion","Number","38"
"CJA01","Recorded crime incidents","2012","2012","0631","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","97"
"CJA01","Recorded crime incidents","2012","2012","07","Burglary and related offences","Number","28469"
"CJA01","Recorded crime incidents","2012","2012","0711","Aggravated burglary","Number","282"
"CJA01","Recorded crime incidents","2012","2012","0712","Burglary (not aggravated)","Number","27439"
"CJA01","Recorded crime incidents","2012","2012","0713","Possession of an article (with intent to burgle, steal, demand)","Number","748"
"CJA01","Recorded crime incidents","2012","2012","08","Theft and related offences","Number","76134"
"CJA01","Recorded crime incidents","2012","2012","081","Theft/taking of vehicle and related offences","Number","8480"
"CJA01","Recorded crime incidents","2012","2012","0821","Theft from person","Number","5013"
"CJA01","Recorded crime incidents","2012","2012","0822","Theft from shop","Number","19549"
"CJA01","Recorded crime incidents","2012","2012","084","Other thefts, handling stolen property","Number","43092"
"CJA01","Recorded crime incidents","2012","2012","09","Fraud, deception and related offences","Number","5710"
"CJA01","Recorded crime incidents","2012","2012","10","Controlled drug offences","Number","16374"
"CJA01","Recorded crime incidents","2012","2012","1011","Importation of drugs","Number","30"
"CJA01","Recorded crime incidents","2012","2012","1012","Cultivation or manufacture of drugs","Number","513"
"CJA01","Recorded crime incidents","2012","2012","1021","Possession of drugs for sale or supply","Number","3456"
"CJA01","Recorded crime incidents","2012","2012","1022","Possession of drugs for personal use","Number","11794"
"CJA01","Recorded crime incidents","2012","2012","103","Other drug offences","Number","581"
"CJA01","Recorded crime incidents","2012","2012","11","Weapons and Explosives Offences","Number","3042"
"CJA01","Recorded crime incidents","2012","2012","111","Explosives, chemical weapons offences","Number","90"
"CJA01","Recorded crime incidents","2012","2012","1121","Discharging a firearm","Number","143"
"CJA01","Recorded crime incidents","2012","2012","1122","Possession of a firearm","Number","246"
"CJA01","Recorded crime incidents","2012","2012","113","Offensive weapons offences (n.e.c.)","Number","2295"
"CJA01","Recorded crime incidents","2012","2012","114","Fireworks offences","Number","268"
"CJA01","Recorded crime incidents","2012","2012","12","Damage to property and to the environment","Number","32128"
"CJA01","Recorded crime incidents","2012","2012","1211","Arson","Number","2119"
"CJA01","Recorded crime incidents","2012","2012","1212","Criminal damage (not arson)","Number","29721"
"CJA01","Recorded crime incidents","2012","2012","1221","Litter offences","Number","288"
"CJA01","Recorded crime incidents","2012","2012","13","Public order and other social code offences","Number","43784"
"CJA01","Recorded crime incidents","2012","2012","131","Disorderly conduct","Number","37320"
"CJA01","Recorded crime incidents","2012","2012","132","Trespass offences","Number","3319"
"CJA01","Recorded crime incidents","2012","2012","133","Liquor licensing offences","Number","1902"
"CJA01","Recorded crime incidents","2012","2012","134","Prostitution offences","Number","142"
"CJA01","Recorded crime incidents","2012","2012","135","Regulated betting/money, collection/trading offences","Number","296"
"CJA01","Recorded crime incidents","2012","2012","136","Social code offences (n.e.c.)","Number","805"
"CJA01","Recorded crime incidents","2012","2012","15","Offences against government, justice procedures and organisation of crime","Number","9433"
"CJA01","Recorded crime incidents","2012","2012","151","Offences against government and its agents","Number","274"
"CJA01","Recorded crime incidents","2012","2012","152","Organisation of crime and conspiracy to commit crime","Number","6"
"CJA01","Recorded crime incidents","2012","2012","153","Perverting the course of justice","Number","100"
"CJA01","Recorded crime incidents","2012","2012","157","Offences while in custody, breach of court orders","Number","9053"
"CJA01","Recorded crime incidents","2013","2013","01","Homicide offences","Number","95"
"CJA01","Recorded crime incidents","2013","2013","0111","Murder","Number","47"
"CJA01","Recorded crime incidents","2013","2013","0112","Manslaughter","Number","12"
"CJA01","Recorded crime incidents","2013","2013","0113","Infanticide","Number","0"
"CJA01","Recorded crime incidents","2013","2013","012","Dangerous driving leading to death","Number","36"
"CJA01","Recorded crime incidents","2013","2013","02","Sexual offences","Number","1907"
"CJA01","Recorded crime incidents","2013","2013","0211","Rape of a male or female","Number","392"
"CJA01","Recorded crime incidents","2013","2013","0212","Defilement of a boy or girl less than 17 years old","Number","87"
"CJA01","Recorded crime incidents","2013","2013","0213","Sexual offence involving mentally impaired person","Number","12"
"CJA01","Recorded crime incidents","2013","2013","0214","Aggravated sexual assault","Number","9"
"CJA01","Recorded crime incidents","2013","2013","0215","Sexual assault (not aggravated)","Number","1280"
"CJA01","Recorded crime incidents","2013","2013","022","Other sexual offences","Number","127"
"CJA01","Recorded crime incidents","2013","2013","03","Attempts/threats to murder, assaults, harassments and related offences","Number","14366"
"CJA01","Recorded crime incidents","2013","2013","0311","Murder-attempt","Number","12"
"CJA01","Recorded crime incidents","2013","2013","0313","Threat to kill or cause serious harm","Number","334"
"CJA01","Recorded crime incidents","2013","2013","033","Harassment and related offences","Number","1504"
"CJA01","Recorded crime incidents","2013","2013","034","Assault causing harm, poisoning","Number","3071"
"CJA01","Recorded crime incidents","2013","2013","035","Other assault","Number","9445"
"CJA01","Recorded crime incidents","2013","2013","04","Dangerous or negligent acts","Number","7490"
"CJA01","Recorded crime incidents","2013","2013","0411","Dangerous driving causing serious bodily harm","Number","12"
"CJA01","Recorded crime incidents","2013","2013","0412","Driving/in charge of a vehicle while over legal alcohol limit","Number","6748"
"CJA01","Recorded crime incidents","2013","2013","0413","Driving/in charge of a vehicle under the influence of drugs","Number","265"
"CJA01","Recorded crime incidents","2013","2013","0421","Endangerment with potential for serious harm/death","Number","69"
"CJA01","Recorded crime incidents","2013","2013","0422","Abandoning a child, child neglect and cruelty","Number","225"
"CJA01","Recorded crime incidents","2013","2013","0423","Unseaworthy/dangerous use of boat or ship","Number","2"
"CJA01","Recorded crime incidents","2013","2013","0424","False alarm/interference with aircraft or air transport facilities","Number","4"
"CJA01","Recorded crime incidents","2013","2013","0425","Endangering traffic offences","Number","165"
"CJA01","Recorded crime incidents","2013","2013","05","Kidnapping and related offences","Number","121"
"CJA01","Recorded crime incidents","2013","2013","0511","False imprisonment","Number","80"
"CJA01","Recorded crime incidents","2013","2013","0512","Abduction of person under 16 years of age","Number","25"
"CJA01","Recorded crime incidents","2013","2013","0513","Human trafficking offences","Number","16"
"CJA01","Recorded crime incidents","2013","2013","06","Robbery, extortion and hijacking offences","Number","2796"
"CJA01","Recorded crime incidents","2013","2013","0611","Robbery of an establishment or institution","Number","988"
"CJA01","Recorded crime incidents","2013","2013","0612","Robbery of cash or goods in transit","Number","39"
"CJA01","Recorded crime incidents","2013","2013","0613","Robbery from the person","Number","1678"
"CJA01","Recorded crime incidents","2013","2013","0621","Blackmail or extortion","Number","25"
"CJA01","Recorded crime incidents","2013","2013","0631","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","66"
"CJA01","Recorded crime incidents","2013","2013","07","Burglary and related offences","Number","26312"
"CJA01","Recorded crime incidents","2013","2013","0711","Aggravated burglary","Number","299"
"CJA01","Recorded crime incidents","2013","2013","0712","Burglary (not aggravated)","Number","25331"
"CJA01","Recorded crime incidents","2013","2013","0713","Possession of an article (with intent to burgle, steal, demand)","Number","682"
"CJA01","Recorded crime incidents","2013","2013","08","Theft and related offences","Number","78459"
"CJA01","Recorded crime incidents","2013","2013","081","Theft/taking of vehicle and related offences","Number","7359"
"CJA01","Recorded crime incidents","2013","2013","0821","Theft from person","Number","6469"
"CJA01","Recorded crime incidents","2013","2013","0822","Theft from shop","Number","20554"
"CJA01","Recorded crime incidents","2013","2013","084","Other thefts, handling stolen property","Number","44077"
"CJA01","Recorded crime incidents","2013","2013","09","Fraud, deception and related offences","Number","4795"
"CJA01","Recorded crime incidents","2013","2013","10","Controlled drug offences","Number","15324"
"CJA01","Recorded crime incidents","2013","2013","1011","Importation of drugs","Number","44"
"CJA01","Recorded crime incidents","2013","2013","1012","Cultivation or manufacture of drugs","Number","390"
"CJA01","Recorded crime incidents","2013","2013","1021","Possession of drugs for sale or supply","Number","3240"
"CJA01","Recorded crime incidents","2013","2013","1022","Possession of drugs for personal use","Number","11160"
"CJA01","Recorded crime incidents","2013","2013","103","Other drug offences","Number","490"
"CJA01","Recorded crime incidents","2013","2013","11","Weapons and Explosives Offences","Number","2737"
"CJA01","Recorded crime incidents","2013","2013","111","Explosives, chemical weapons offences","Number","59"
"CJA01","Recorded crime incidents","2013","2013","1121","Discharging a firearm","Number","162"
"CJA01","Recorded crime incidents","2013","2013","1122","Possession of a firearm","Number","192"
"CJA01","Recorded crime incidents","2013","2013","113","Offensive weapons offences (n.e.c.)","Number","2178"
"CJA01","Recorded crime incidents","2013","2013","114","Fireworks offences","Number","146"
"CJA01","Recorded crime incidents","2013","2013","12","Damage to property and to the environment","Number","28765"
"CJA01","Recorded crime incidents","2013","2013","1211","Arson","Number","1914"
"CJA01","Recorded crime incidents","2013","2013","1212","Criminal damage (not arson)","Number","26563"
"CJA01","Recorded crime incidents","2013","2013","1221","Litter offences","Number","288"
"CJA01","Recorded crime incidents","2013","2013","13","Public order and other social code offences","Number","36394"
"CJA01","Recorded crime incidents","2013","2013","131","Disorderly conduct","Number","30808"
"CJA01","Recorded crime incidents","2013","2013","132","Trespass offences","Number","2941"
"CJA01","Recorded crime incidents","2013","2013","133","Liquor licensing offences","Number","1378"
"CJA01","Recorded crime incidents","2013","2013","134","Prostitution offences","Number","119"
"CJA01","Recorded crime incidents","2013","2013","135","Regulated betting/money, collection/trading offences","Number","321"
"CJA01","Recorded crime incidents","2013","2013","136","Social code offences (n.e.c.)","Number","827"
"CJA01","Recorded crime incidents","2013","2013","15","Offences against government, justice procedures and organisation of crime","Number","9175"
"CJA01","Recorded crime incidents","2013","2013","151","Offences against government and its agents","Number","278"
"CJA01","Recorded crime incidents","2013","2013","152","Organisation of crime and conspiracy to commit crime","Number","4"
"CJA01","Recorded crime incidents","2013","2013","153","Perverting the course of justice","Number","62"
"CJA01","Recorded crime incidents","2013","2013","157","Offences while in custody, breach of court orders","Number","8831"
"CJA01","Recorded crime incidents","2014","2014","01","Homicide offences","Number","111"
"CJA01","Recorded crime incidents","2014","2014","0111","Murder","Number","47"
"CJA01","Recorded crime incidents","2014","2014","0112","Manslaughter","Number","11"
"CJA01","Recorded crime incidents","2014","2014","0113","Infanticide","Number","0"
"CJA01","Recorded crime incidents","2014","2014","012","Dangerous driving leading to death","Number","53"
"CJA01","Recorded crime incidents","2014","2014","02","Sexual offences","Number","1971"
"CJA01","Recorded crime incidents","2014","2014","0211","Rape of a male or female","Number","482"
"CJA01","Recorded crime incidents","2014","2014","0212","Defilement of a boy or girl less than 17 years old","Number","126"
"CJA01","Recorded crime incidents","2014","2014","0213","Sexual offence involving mentally impaired person","Number","12"
"CJA01","Recorded crime incidents","2014","2014","0214","Aggravated sexual assault","Number","5"
"CJA01","Recorded crime incidents","2014","2014","0215","Sexual assault (not aggravated)","Number","1240"
"CJA01","Recorded crime incidents","2014","2014","022","Other sexual offences","Number","106"
"CJA01","Recorded crime incidents","2014","2014","03","Attempts/threats to murder, assaults, harassments and related offences","Number","15170"
"CJA01","Recorded crime incidents","2014","2014","0311","Murder-attempt","Number","15"
"CJA01","Recorded crime incidents","2014","2014","0313","Threat to kill or cause serious harm","Number","414"
"CJA01","Recorded crime incidents","2014","2014","033","Harassment and related offences","Number","1503"
"CJA01","Recorded crime incidents","2014","2014","034","Assault causing harm, poisoning","Number","3163"
"CJA01","Recorded crime incidents","2014","2014","035","Other assault","Number","10075"
"CJA01","Recorded crime incidents","2014","2014","04","Dangerous or negligent acts","Number","7229"
"CJA01","Recorded crime incidents","2014","2014","0411","Dangerous driving causing serious bodily harm","Number","13"
"CJA01","Recorded crime incidents","2014","2014","0412","Driving/in charge of a vehicle while over legal alcohol limit","Number","6477"
"CJA01","Recorded crime incidents","2014","2014","0413","Driving/in charge of a vehicle under the influence of drugs","Number","265"
"CJA01","Recorded crime incidents","2014","2014","0421","Endangerment with potential for serious harm/death","Number","74"
"CJA01","Recorded crime incidents","2014","2014","0422","Abandoning a child, child neglect and cruelty","Number","248"
"CJA01","Recorded crime incidents","2014","2014","0423","Unseaworthy/dangerous use of boat or ship","Number","1"
"CJA01","Recorded crime incidents","2014","2014","0424","False alarm/interference with aircraft or air transport facilities","Number","5"
"CJA01","Recorded crime incidents","2014","2014","0425","Endangering traffic offences","Number","146"
"CJA01","Recorded crime incidents","2014","2014","05","Kidnapping and related offences","Number","124"
"CJA01","Recorded crime incidents","2014","2014","0511","False imprisonment","Number","60"
"CJA01","Recorded crime incidents","2014","2014","0512","Abduction of person under 16 years of age","Number","33"
"CJA01","Recorded crime incidents","2014","2014","0513","Human trafficking offences","Number","31"
"CJA01","Recorded crime incidents","2014","2014","06","Robbery, extortion and hijacking offences","Number","2649"
"CJA01","Recorded crime incidents","2014","2014","0611","Robbery of an establishment or institution","Number","848"
"CJA01","Recorded crime incidents","2014","2014","0612","Robbery of cash or goods in transit","Number","26"
"CJA01","Recorded crime incidents","2014","2014","0613","Robbery from the person","Number","1654"
"CJA01","Recorded crime incidents","2014","2014","0621","Blackmail or extortion","Number","22"
"CJA01","Recorded crime incidents","2014","2014","0631","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","99"
"CJA01","Recorded crime incidents","2014","2014","07","Burglary and related offences","Number","27709"
"CJA01","Recorded crime incidents","2014","2014","0711","Aggravated burglary","Number","315"
"CJA01","Recorded crime incidents","2014","2014","0712","Burglary (not aggravated)","Number","26751"
"CJA01","Recorded crime incidents","2014","2014","0713","Possession of an article (with intent to burgle, steal, demand)","Number","643"
"CJA01","Recorded crime incidents","2014","2014","08","Theft and related offences","Number","77679"
"CJA01","Recorded crime incidents","2014","2014","081","Theft/taking of vehicle and related offences","Number","7762"
"CJA01","Recorded crime incidents","2014","2014","0821","Theft from person","Number","5469"
"CJA01","Recorded crime incidents","2014","2014","0822","Theft from shop","Number","20878"
"CJA01","Recorded crime incidents","2014","2014","084","Other thefts, handling stolen property","Number","43570"
"CJA01","Recorded crime incidents","2014","2014","09","Fraud, deception and related offences","Number","5163"
"CJA01","Recorded crime incidents","2014","2014","10","Controlled drug offences","Number","15855"
"CJA01","Recorded crime incidents","2014","2014","1011","Importation of drugs","Number","30"
"CJA01","Recorded crime incidents","2014","2014","1012","Cultivation or manufacture of drugs","Number","345"
"CJA01","Recorded crime incidents","2014","2014","1021","Possession of drugs for sale or supply","Number","3561"
"CJA01","Recorded crime incidents","2014","2014","1022","Possession of drugs for personal use","Number","11239"
"CJA01","Recorded crime incidents","2014","2014","103","Other drug offences","Number","680"
"CJA01","Recorded crime incidents","2014","2014","11","Weapons and Explosives Offences","Number","2473"
"CJA01","Recorded crime incidents","2014","2014","111","Explosives, chemical weapons offences","Number","50"
"CJA01","Recorded crime incidents","2014","2014","1121","Discharging a firearm","Number","134"
"CJA01","Recorded crime incidents","2014","2014","1122","Possession of a firearm","Number","197"
"CJA01","Recorded crime incidents","2014","2014","113","Offensive weapons offences (n.e.c.)","Number","1978"
"CJA01","Recorded crime incidents","2014","2014","114","Fireworks offences","Number","114"
"CJA01","Recorded crime incidents","2014","2014","12","Damage to property and to the environment","Number","27332"
"CJA01","Recorded crime incidents","2014","2014","1211","Arson","Number","1721"
"CJA01","Recorded crime incidents","2014","2014","1212","Criminal damage (not arson)","Number","25347"
"CJA01","Recorded crime incidents","2014","2014","1221","Litter offences","Number","264"
"CJA01","Recorded crime incidents","2014","2014","13","Public order and other social code offences","Number","32604"
"CJA01","Recorded crime incidents","2014","2014","131","Disorderly conduct","Number","26792"
"CJA01","Recorded crime incidents","2014","2014","132","Trespass offences","Number","2814"
"CJA01","Recorded crime incidents","2014","2014","133","Liquor licensing offences","Number","1272"
"CJA01","Recorded crime incidents","2014","2014","134","Prostitution offences","Number","129"
"CJA01","Recorded crime incidents","2014","2014","135","Regulated betting/money, collection/trading offences","Number","293"
"CJA01","Recorded crime incidents","2014","2014","136","Social code offences (n.e.c.)","Number","1304"
"CJA01","Recorded crime incidents","2014","2014","15","Offences against government, justice procedures and organisation of crime","Number","9781"
"CJA01","Recorded crime incidents","2014","2014","151","Offences against government and its agents","Number","325"
"CJA01","Recorded crime incidents","2014","2014","152","Organisation of crime and conspiracy to commit crime","Number","4"
"CJA01","Recorded crime incidents","2014","2014","153","Perverting the course of justice","Number","55"
"CJA01","Recorded crime incidents","2014","2014","157","Offences while in custody, breach of court orders","Number","9397"
"CJA01","Recorded crime incidents","2015","2015","01","Homicide offences","Number","84"
"CJA01","Recorded crime incidents","2015","2015","0111","Murder","Number","27"
"CJA01","Recorded crime incidents","2015","2015","0112","Manslaughter","Number","10"
"CJA01","Recorded crime incidents","2015","2015","0113","Infanticide","Number","0"
"CJA01","Recorded crime incidents","2015","2015","012","Dangerous driving leading to death","Number","47"
"CJA01","Recorded crime incidents","2015","2015","02","Sexual offences","Number","2291"
"CJA01","Recorded crime incidents","2015","2015","0211","Rape of a male or female","Number","519"
"CJA01","Recorded crime incidents","2015","2015","0212","Defilement of a boy or girl less than 17 years old","Number","130"
"CJA01","Recorded crime incidents","2015","2015","0213","Sexual offence involving mentally impaired person","Number","23"
"CJA01","Recorded crime incidents","2015","2015","0214","Aggravated sexual assault","Number","9"
"CJA01","Recorded crime incidents","2015","2015","0215","Sexual assault (not aggravated)","Number","1402"
"CJA01","Recorded crime incidents","2015","2015","022","Other sexual offences","Number","208"
"CJA01","Recorded crime incidents","2015","2015","03","Attempts/threats to murder, assaults, harassments and related offences","Number","16917"
"CJA01","Recorded crime incidents","2015","2015","0311","Murder-attempt","Number","13"
"CJA01","Recorded crime incidents","2015","2015","0313","Threat to kill or cause serious harm","Number","589"
"CJA01","Recorded crime incidents","2015","2015","033","Harassment and related offences","Number","1514"
"CJA01","Recorded crime incidents","2015","2015","034","Assault causing harm, poisoning","Number","3515"
"CJA01","Recorded crime incidents","2015","2015","035","Other assault","Number","11286"
"CJA01","Recorded crime incidents","2015","2015","04","Dangerous or negligent acts","Number","7118"
"CJA01","Recorded crime incidents","2015","2015","0411","Dangerous driving causing serious bodily harm","Number","12"
"CJA01","Recorded crime incidents","2015","2015","0412","Driving/in charge of a vehicle while over legal alcohol limit","Number","6415"
"CJA01","Recorded crime incidents","2015","2015","0413","Driving/in charge of a vehicle under the influence of drugs","Number","221"
"CJA01","Recorded crime incidents","2015","2015","0421","Endangerment with potential for serious harm/death","Number","97"
"CJA01","Recorded crime incidents","2015","2015","0422","Abandoning a child, child neglect and cruelty","Number","168"
"CJA01","Recorded crime incidents","2015","2015","0423","Unseaworthy/dangerous use of boat or ship","Number","7"
"CJA01","Recorded crime incidents","2015","2015","0424","False alarm/interference with aircraft or air transport facilities","Number","2"
"CJA01","Recorded crime incidents","2015","2015","0425","Endangering traffic offences","Number","196"
"CJA01","Recorded crime incidents","2015","2015","05","Kidnapping and related offences","Number","151"
"CJA01","Recorded crime incidents","2015","2015","0511","False imprisonment","Number","94"
"CJA01","Recorded crime incidents","2015","2015","0512","Abduction of person under 16 years of age","Number","29"
"CJA01","Recorded crime incidents","2015","2015","0513","Human trafficking offences","Number","28"
"CJA01","Recorded crime incidents","2015","2015","06","Robbery, extortion and hijacking offences","Number","2574"
"CJA01","Recorded crime incidents","2015","2015","0611","Robbery of an establishment or institution","Number","928"
"CJA01","Recorded crime incidents","2015","2015","0612","Robbery of cash or goods in transit","Number","18"
"CJA01","Recorded crime incidents","2015","2015","0613","Robbery from the person","Number","1477"
"CJA01","Recorded crime incidents","2015","2015","0621","Blackmail or extortion","Number","54"
"CJA01","Recorded crime incidents","2015","2015","0631","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","97"
"CJA01","Recorded crime incidents","2015","2015","07","Burglary and related offences","Number","26321"
"CJA01","Recorded crime incidents","2015","2015","0711","Aggravated burglary","Number","268"
"CJA01","Recorded crime incidents","2015","2015","0712","Burglary (not aggravated)","Number","25457"
"CJA01","Recorded crime incidents","2015","2015","0713","Possession of an article (with intent to burgle, steal, demand)","Number","596"
"CJA01","Recorded crime incidents","2015","2015","08","Theft and related offences","Number","75736"
"CJA01","Recorded crime incidents","2015","2015","081","Theft/taking of vehicle and related offences","Number","6446"
"CJA01","Recorded crime incidents","2015","2015","0821","Theft from person","Number","5374"
"CJA01","Recorded crime incidents","2015","2015","0822","Theft from shop","Number","22653"
"CJA01","Recorded crime incidents","2015","2015","084","Other thefts, handling stolen property","Number","41263"
"CJA01","Recorded crime incidents","2015","2015","09","Fraud, deception and related offences","Number","5791"
"CJA01","Recorded crime incidents","2015","2015","10","Controlled drug offences","Number","15046"
"CJA01","Recorded crime incidents","2015","2015","1011","Importation of drugs","Number","19"
"CJA01","Recorded crime incidents","2015","2015","1012","Cultivation or manufacture of drugs","Number","240"
"CJA01","Recorded crime incidents","2015","2015","1021","Possession of drugs for sale or supply","Number","3365"
"CJA01","Recorded crime incidents","2015","2015","1022","Possession of drugs for personal use","Number","10928"
"CJA01","Recorded crime incidents","2015","2015","103","Other drug offences","Number","494"
"CJA01","Recorded crime incidents","2015","2015","11","Weapons and Explosives Offences","Number","2375"
"CJA01","Recorded crime incidents","2015","2015","111","Explosives, chemical weapons offences","Number","29"
"CJA01","Recorded crime incidents","2015","2015","1121","Discharging a firearm","Number","151"
"CJA01","Recorded crime incidents","2015","2015","1122","Possession of a firearm","Number","207"
"CJA01","Recorded crime incidents","2015","2015","113","Offensive weapons offences (n.e.c.)","Number","1893"
"CJA01","Recorded crime incidents","2015","2015","114","Fireworks offences","Number","95"
"CJA01","Recorded crime incidents","2015","2015","12","Damage to property and to the environment","Number","25941"
"CJA01","Recorded crime incidents","2015","2015","1211","Arson","Number","1721"
"CJA01","Recorded crime incidents","2015","2015","1212","Criminal damage (not arson)","Number","24037"
"CJA01","Recorded crime incidents","2015","2015","1221","Litter offences","Number","183"
"CJA01","Recorded crime incidents","2015","2015","13","Public order and other social code offences","Number","33251"
"CJA01","Recorded crime incidents","2015","2015","131","Disorderly conduct","Number","25486"
"CJA01","Recorded crime incidents","2015","2015","132","Trespass offences","Number","2743"
"CJA01","Recorded crime incidents","2015","2015","133","Liquor licensing offences","Number","1078"
"CJA01","Recorded crime incidents","2015","2015","134","Prostitution offences","Number","57"
